3.60,76,-1276,4520,33.33,-338,-25,-29,-0.28
3.66,104,-1368,4552,33.24,-251,107,-12,-0.29
3.71,100,-1348,4456,33.28,-368,45,7,-0.29
3.77,100,-1348,4480,33.38,-275,67,-16,-0.29
3.82,92,-1300,4628,33.38,-126,169,4,-0.27
3.89,92,-1316,4556,33.28,-228,85,12,-0.28
3.94,92,-1312,4428,33.38,-47,-42,1,-0.29
4.00,120,-1196,4484,33.28,-219,-115,-16,-0.26
4.05,-28,-1136,4372,33.28,-265,-75,34,-0.25
4.11,104,-1212,4404,33.33,-275,-66,-27,-0.27
4.17,88,-1196,4512,33.28,-402,-67,-28,-0.26
4.24,80,-1252,4592,33.33,-182,126,-20,-0.27
4.29,144,-1092,4524,33.38,-266,43,34,-0.24
4.34,56,-1212,4532,33.24,-357,98,-9,-0.26
4.41,116,-1140,4592,33.33,-200,146,1,-0.24
4.46,92,-1292,4388,33.28,-290,79,2,-0.29
4.51,108,-1220,4580,33.28,-262,114,-13,-0.26
4.57,20,-1084,4484,33.42,-258,134,-13,-0.24
4.63,104,-1148,4524,33.28,-405,52,-9,-0.25
4.69,56,-1096,4412,33.24,-342,72,-9,-0.24
4.75,100,-1084,4572,33.42,-335,116,-20,-0.23
4.81,76,-1168,4608,33.33,-341,99,-8,-0.25
4.87,144,-1164,4372,33.33,-287,119,-10,-0.26
4.93,-20,-1100,4460,33.33,-258,103,-46,-0.24
4.97,32,-1152,4532,33.38,-236,124,-30,-0.25
5.04,-92,-904,4384,33.33,350,722,-88,-0.2
5.11,20,-980,4496,33.28,-109,395,-125,-0.21
5.16,36,-1024,4664,33.24,-116,318,14,-0.22
5.21,-88,-932,4436,33.28,29,292,-66,-0.21
5.27,-96,-924,4528,33.38,137,349,-76,-0.2
5.32,-184,-968,4580,33.24,164,355,-94,-0.21
5.39,-196,-872,4372,33.38,26,337,-198,-0.2
5.44,-124,-896,4524,33.33,-180,152,-55,-0.2
5.51,-92,-816,4496,33.24,-387,72,-53,-0.18
5.56,-92,-840,4484,33.33,-389,10,-64,-0.19
5.61,-208,-836,4360,33.38,-365,97,-5,-0.19
5.67,-216,-820,4596,33.24,-442,129,-27,-0.18
5.74,-192,-1012,4676,33.38,-449,260,-102,-0.21
